CRN,Course #,Course Title,Units,type,Days,Time,Bldg/Rm,Start-End,Instructor
30527,MATH-125-02D,Intermediate Diff Eqs,0,DISC,R,8:00-8:50am,CLSSRM 288,13-DEC 13-DEC,"Clark, Julia"
31176,MATH-125-03D,Intermediate Diff Eqs,0,DISC,R,12:30-1:20pm,CLSSRM 281,28-AUG 12-DEC,"Clark, Julia"
30222,MATH-131-01,Numerical Analysis IMust Also Register for a Corresponding Discussion,4,LECT,MW,3:30-4:50pm,CLSSRM 281,28-AUG 12-DEC,"Blanchette, Francois"
30223,MATH-131-02D,Numerical Analysis I,0,DISC,T,8:00-8:50am,CLSSRM 281,28-AUG 12-DEC,"Danes, Nicholas"
30224,MATH-131-03D,Numerical Analysis I,0,DISC,R,3:00-3:50pm,CLSSRM 281,28-AUG 12-DEC,"Lee, Jane Hyo Jin"
30225,MATH-131-04D,Numerical Analysis I,0,DISC,R,4:00-4:50pm,SSM 154,28-AUG 12-DEC,"Lee, Jane Hyo Jin"
34864,MATH-131-05D,Numerical Analysis I,0,DISC,T,9:00-9:50am,CLSSRM 281,28-AUG 12-DEC,"Danes, Nicholas"
30226,MATH-141-01,Linear Analysis IMust Also Register for a Corresponding Discussion,4,LECT,TR,9:00-10:15am,SSB 160,17-DEC 17-DEC,"Sindi, Suzanne"
30227,MATH-141-02D,Linear Analysis I,0,DISC,R,10:30-11:20am,SSM 154,28-AUG 12-DEC,"Banuelos, Mario"
31177,MATH-141-03D,Linear Analysis I,0,DISC,R,12:30-1:20pm,SSB 120,28-AUG 12-DEC,"Banuelos, Mario"
35243,MATH-180-01,Modern Applied Statistics,4,LECT,MW,1:30-2:45pm,CLSSRM 288,28-AUG 12-DEC,"Bhat, Harish"
35244,MATH-180-02L,Modern Applied Statistics,0,LAB,T,3:00-5:50pm,CLSSRM 263,13-DEC 13-DEC,"Rajapaksha Wasala Mudiyanse, A"
30228,MATH-201-01,Teaching and Learning,1,LECT,F,12:00-12:50pm,CLSSRM 110,28-AUG 12-DEC,"Lei, Yue"
30229,MATH-221-01,Partial-Differential Equat IMust Also Register for a Corresponding Discussion,4,LECT,MW,11:30-12:45pm,CLSSRM 110,28-AUG 12-DEC,"Ilan, Boaz"
30983,MATH-221-02D,Partial-Differential Equat I,0,DISC,F,10:00-10:50am,CLSSRM 267,16-DEC 16-DEC,"Ilan, Boaz"
30230,MATH-231-01,Numerical Analysis IMust Also Register for a Corresponding Discussion,4,LECT,MW,10:00-11:15am,CLSSRM 127,28-AUG 12-DEC,"Tokman, Mayya"
30984,MATH-231-02D,Numerical Analysis I,0,DISC,F,11:00-11:50am,CLSSRM 102,18-DEC 18-DEC,"Tokman, Mayya"
30231,MATH-291-01,Applied Mathematics Seminar,1,SEM,F,2:30-4:20pm,CLSSRM 102,15-DEC 15-DEC,"Kim, Arnold"
35080,MATH-292-01,Special Topics,3,LECT,MW,3:30-4:50pm,CLSSRM 282,28-AUG 12-DEC,"Marcia, Roummel"
31199,MATH-298-01,Directed Group Study,1,INI,M,1:30-2:20pm,CLSSRM 105,28-AUG 12-DEC,"Meza, Juan"
30232,MATH-399-01,University Teaching,1,DISC,F,1:00-1:50pm,CLSSRM 282,28-AUG 12-DEC,"Lei, Yue"
32266,ME-021-01,Engineering ComputingMust Also Register for a Corresponding Lab,4,LECT,M,2:30-4:20pm,CLSSRM 282,28-AUG 12-DEC,"Sardahi, Yousef"
32267,ME-021-02L,Engineering Computing,0,LAB,TR,8:00-10:50am,CLSSRM 120,28-AUG 12-DEC,"Liang, Wei"
32303,ME-021-03L,Engineering Computing,0,LAB,TR,11:00-1:50pm,CLSSRM 264,28-AUG 12-DEC,"Naranjani, Yousef"
32304,ME-021-04L,Engineering Computing,0,LAB,TR,2:00-4:50pm,CLSSRM 264,28-AUG 12-DEC,"Gao, Hongyu"
35214,ME-021-05L,Engineering Computing,0,LAB,TR,8:00-10:50pm,,28-AUG 12-DEC,"Hu, Xiaoli"
31260,ME-120-01,Component Design,3,LECT,TR,10:30-11:45am,CLSSRM 261,28-AUG 12-DEC,"Martini, Ashlie"
34927,ME-136-01,AerodynamicsMust Also Register for a Corresponding Lab,4,LECT,TR,4:30-5:45pm,SSB 120,18-DEC 18-DEC,"Ayyaswamy, Venkattraman"
34928,ME-136-02L,Aerodynamics,0,LAB,F,1:00-3:50pm,CLSSRM 282,28-AUG 12-DEC,"Zaheri Sarabi, Shadi"
35189,ME-136-03L,Aerodynamics,0,LAB,R,6:00-8:50pm,CLSSRM 116,28-AUG 12-DEC,"Zaheri Sarabi, Shadi"
30499,ME-137-01,Computer Aided EngineeringMust Also Register for a Corresponding Lab,3,LECT,T,8:00-8:50am,KOLLIG 209,18-DEC 18-DEC,"Orfi, Nihal"
31217,ME-137-02L,Computer Aided Engineering,0,LAB,MW,10:30-1:20pm,SSB 120,17-DEC 17-DEC,"Qu, Zhengxian"
31218,ME-137-03L,Computer Aided Engineering,0,LAB,MW,1:30-4:20pm,SSB 130,16-DEC 16-DEC,"Chen, Wenjun"
31043,ME-137-04L,Computer Aided Engineering,0,LAB,MW,4:30-7:20pm,CLSSRM 261,28-AUG 12-DEC,"Van Dyke, Christopher"
34929,ME-141-01,Linear Controls,3,LECT,MW,4:30-5:45pm,SSB 130,15-DEC 15-DEC,"Sun, Jian-Qiao"
31541,ME-170-01,Capstone DesignMust Also Register for a Corresponding Lab,3,LECT,W,12:30-1:20pm,CLSSRM 114,19-DEC 19-DEC,"Orfi, Nihal"
31542,ME-170-02L,Capstone Design,0,LAB,MW,2:30-5:20pm,KOLLIG 202,28-AUG 12-DEC,"Orfi, Nihal"
30500,ME-188-01,Machine Shop Technology,1,LAB,T,1:30-4:20pm,CLSSRM 272,28-AUG 12-DEC,"Silva, Ed"
30501,ME-188-02,Machine Shop Technology,1,LAB,W,1:30-4:20pm,CLSSRM 113,28-AUG 12-DEC,"Silva, Ed"
31010,ME-188-03,Machine Shop Technology,1,LAB,R,1:30-4:20pm,KOLLIG 296,28-AUG 12-DEC,"Silva, Ed"
31011,ME-188-04,Machine Shop Technology,1,LAB,F,1:30-4:20pm,SSB 170,28-AUG 12-DEC,"Silva, Ed"
34936,ME-210-01,Linear Controls,3,LECT,MW,4:30-5:45pm,SSM 104,18-DEC 18-DEC,"Sun, Jian-Qiao"
34938,ME-220-01,Continuum Mechanics,4,LECT,TR,9:00-10:15am,CLSSRM 267,28-AUG 12-DEC,"Goyal, Sachin"
34930,ME-232-01,Convective Heat and Mass Trans,3,LECT,TR,10:30-11:45am,KOLLIG 202,28-AUG 12-DEC,"Ma, Yanbao"
32308,ME-280-01,Fractional Order MechanicsMust Also Register for a Corresponding Lab,4,LECT,TR,9:00-10:15am,KOLLIG 208,28-AUG 12-DEC,"Chen, YangQuan"
32499,ME-280-02L,Fractional Order Mechanics,0,LAB,W,9:00-11:50am,CLSSRM 282,28-AUG 12-DEC,"Chen, YangQuan"
35108,MGMT-005-01,Intro to Business & Finance,4,LECT,TR,6:00-7:50pm,CLSSRM 265,28-AUG 12-DEC,"Harris, Mark"
30393,MGMT-026-01,Intro to Financial Accounting,4,LECT,MW,2:30-4:20pm,SSM 150,28-AUG 12-DEC,"Vilhauer, Craig"
31451,MGMT-026-02,Intro to Financial Accounting,4,LECT,MW,3:30-5:20pm,CLSSRM 274,28-AUG 12-DEC,"Sirogiannis, George"
35357,MGMT-026-03,Intro to Financial Accounting,4,LECT,MW,6:30-8:20pm,SCIENG 100,28-AUG 12-DEC,"Sirogiannis, George"
35110,MGMT-028-01,Intermed Financial Accounting,4,LECT,TR,3:30-5:20pm,SCIENG 100,28-AUG 12-DEC,"Vilhauer, Craig"
30394,MGMT-120-01,Marketing,4,LECT,MW,10:30-11:45am,CLSSRM 267,28-AUG 12-DEC,"Davis, S.A."
30397,MGMT-135-01,Business Law,4,LECT,TR,10:30-11:45am,SSB 130,28-AUG 12-DEC,"Harris, Mark"
34986,MGMT-150-02,Service Science,4,LECT,TR,4:30-5:45pm,SE2 185,28-AUG 12-DEC,"Maglio, Paul"
35025,MGMT-170-01,Information Systems,4,LECT,T,9:00-11:45am,SE2 185,28-AUG 12-DEC,"Orfi, Nihal"
30395,MGMT-180-01,Entrepreneurship,4,LECT,MW,9:00-10:15am,KOLLIG 202,28-AUG 12-DEC,"Davis, S.A."
30396,MGMT-191-01,Organizational Behavior,4,LECT,T,6:00-8:45pm,KOLLIG 202,28-AUG 12-DEC,"Davis, S.A."
30398,MGMT-191-02,Business Ethics,4,LECT,TR,9:00-10:15am,KOLLIG 296,28-AUG 12-DEC,"Harris, Mark"
34944,MSE-109-01,Materials ThermodynamicsMust Also Register for a Corresponding Discussion,4,LECT,M,4:00-5:50pm,CLSSRM 279,28-AUG 12-DEC,"Tung, Chunchih"
34945,MSE-109-02D,Materials Thermodynamics,0,DISC,R,10:30-12:20pm,CLSSRM 267,15-DEC 15-DEC,"Tung, Chunchih"
34956,MSE-119-01,Materials SimulationsMust Also Register for a CorrespondingDiscussion and Lab,3,LECT,T,2:00-2:50pm,SE2 165,28-AUG 12-DEC,"Tang, Chun"
34957,MSE-119-02D,Materials Simulations,0,DISC,T,3:00-3:50pm,SE2 180,28-AUG 12-DEC,"Tang, Chun"
34958,MSE-119-02L,Materials Simulations,0,LAB,F,2:00-4:50pm,KOLLIG 296,28-AUG 12-DEC,"Tang, Chun"
35326,MSE-120-01,Materials Capstone Design,3,LECT,W,12:30-1:20pm,CLSSRM 113,16-DEC 16-DEC,"Orfi, Nihal"
35327,MSE-120-02L,Materials Capstone Design,0,LAB,MW,2:30-5:20pm,CLSSRM 272,28-AUG 12-DEC,"Orfi, Nihal"
35125,MSE-121-01,Mech. Behavior of MaterialsMust Also Register for a Corresponding Discussion,4,LECT,M,11:30-1:20pm,SSM 150,28-AUG 12-DEC,"Viney, Christopher"
35126,MSE-121-02D,Mech. Behavior of Materials,0,DISC,W,11:30-1:20pm,SCIENG 172,28-AUG 12-DEC,"Viney, Christopher"
34964,MSE-126-01,Nanodevice FabricationMust Also Register for a Corresponding Lab,4,LECT,M,3:00-3:50pm,CLSSRM 105,17-DEC 17-DEC,"Lu, Jennifer"
34965,MSE-126-02L,Nanodevice Fabrication,0,LAB,W,1:30-10:20pm,CLSSRM 105,17-DEC 17-DEC,"Liu, Yang"
31530,NSED-023-01,Intro Teach Sci ES,1,SEM,T,6:00-7:50pm,CLSSRM 114,28-AUG 12-DEC,"Campbell, Susan"
30237,NSED-024-01,Fldwk: Intro Teach Sci EL,1,FLDW,,TBD-TBD,SSB 120,28-AUG 12-DEC,"Campbell, Susan"
30238,NSED-033-01,Intro Teach Math ES,1,SEM,T,6:00-7:50pm,CLSSRM 105,17-DEC 17-DEC,"Campbell, Susan"
30239,NSED-034-01,Fldwk: Intro Teach Math EL,1,FLDW,,TBD-TBD,SE2 130,28-AUG 12-DEC,"Campbell, Susan"
30240,NSED-063-01,Intro Teach Sci HS,1,SEM,R,6:00-7:50pm,CLSSRM 263,28-AUG 12-DEC,"Arnold, Chelsea"
30242,NSED-064-01,Fldwk: Intro Teach Sci HS,1,FLDW,,TBD-TBD,CLSSRM 286,16-DEC 16-DEC,"Arnold, Chelsea"
30241,NSED-073-01,Intro Teach Math HS,1,SEM,R,6:00-7:50pm,SSM 102,17-DEC 17-DEC,"Arnold, Chelsea"
30243,NSED-074-01,Fieldwork: Intro Teach Math HS,1,FLDW,,TBD-TBD,CLSSRM 267,28-AUG 12-DEC,"Arnold, Chelsea"
30233,NSED-098-01,Lower Div Directed Group StudyMust Also Register for a Corresponding Discussion,2,LECT,M,9:30-10:20am,CLSSRM 114,28-AUG 14-DEC,"Mattoon, Stan"
30234,NSED-098-02D,Lower Div Directed Group Study,0,DISC,M,12:00-1:50pm,SSM 102,13-DEC 13-DEC,"Mattoon, Stan"
30235,NSED-098-03D,Lower Div Directed Group Study,0,DISC,W,11:30-1:20pm,SSM 102,13-DEC 13-DEC,"Mattoon, Stan"
32589,NSED-098-05,Lower Div Directed Group StudyMust Also Register for a Corresponding Discussion,2,LECT,F,11:30-12:20pm,KOLLIG 296,16-DEC 16-DEC,"Nebel, Grant"
32590,NSED-098-06D,Lower Div Directed Group Study,0,DISC,F,1:00-2:50pm,CLSSRM 105,28-AUG 12-DEC,"Nebel, Grant"
32591,NSED-098-07D,Lower Div Directed Group Study,0,DISC,F,3:00-4:50pm,KOLLIG 296,13-DEC 13-DEC,"Nebel, Grant"
31041,NSED-100-01,Project Based Instruction,4,LECT,F,9:00-11:20am,CLSSRM 114,28-AUG 12-DEC,"Boosalis, Chris"
30236,NSED-120-01,Classroom Interactions,4,LECT,F,12:30-3:20pm,CLSSRM 114,28-AUG 12-DEC,"Boosalis, Chris"
31377,NSED-174-02,Issues in Teaching w/Fldwk,1,FLDW,,TBD-TBD,CLSSRM 263,28-AUG 12-DEC,"Boosalis, Chris"
31229,PH-001-01,Introduction to Public Health,4,LECT,MW,8:30-10:20am,CLSSRM 265,28-AUG 12-DEC,"Cisneros, Ricardo"
35026,PH-005-01,Global Health,4,LECT,TR,4:30-6:20pm,CLSSRM 127,16-DEC 16-DEC,"Gonzalez, Mariaelena"
31506,PH-100-01,Introduction to Epidemiology,4,LECT,TR,6:00-7:50pm,CLSSRM 282,28-AUG 12-DEC,"Ridgway, Derry"
35027,PH-102-01,Health Promotion,4,LECT,TR,10:30-11:45am,CLSSRM 129,28-AUG 12-DEC,"Sipan, Carol"
35028,PH-104-01,Health and the Media,4,LECT,MW,6:00-7:15pm,KOLLIG 202,28-AUG 12-DEC,"Ramirez, A."
31507,PH-110-01,Environmental Health,4,LECT,MW,2:30-3:45pm,KOLLIG 208,28-AUG 12-DEC,"Cisneros, Ricardo"
35151,PH-111-01,Social Epidemiology,4,LECT,TR,9:30-10:45am,CLSSRM 279,28-AUG 12-DEC,"Gonzalez, Mariaelena"
35122,PH-137-01,Insects and Public Health,4,LECT,TR,4:30-5:45pm,KOLLIG 296,15-DEC 15-DEC,"Joyce, Andrea"
30399,PHIL-001-01,Introduction to PhilosophyMust Also Register for a Corresponding Discussion,4,LECT,MW,4:30-5:45pm,SE2 185,28-AUG 12-DEC,"Johansson, Rolf"
30400,PHIL-001-02D,Introduction to Philosophy,0,DISC,M,3:30-4:20pm,CLSSRM 127,28-AUG 12-DEC,"Bracamonte-Tweedy, Deborah"
30401,PHIL-001-03D,Introduction to Philosophy,0,DISC,W,3:30-4:20pm,CLSSRM 127,28-AUG 12-DEC,"Bracamonte-Tweedy, Deborah"
30402,PHIL-001-04D,Introduction to Philosophy,0,DISC,M,7:30-8:20pm,CLSSRM 272,28-AUG 12-DEC,"Lanfranco, Edward"
31591,PHIL-001-05,Introduction to PhilosophyMust Also Register for a Corresponding Discussion,4,LECT,MW,6:00-7:15pm,SE2 180,28-AUG 12-DEC,"Johansson, Rolf"
31592,PHIL-001-06D,Introduction to Philosophy,0,DISC,W,10:30-11:20am,CLSSRM 263,28-AUG 12-DEC,"Chernykhovskaya, Yuliya"
31593,PHIL-001-07D,Introduction to Philosophy,0,DISC,M,10:30-11:20am,CLSSRM 263,28-AUG 12-DEC,"Lanfranco, Edward"
31594,PHIL-001-08D,Introduction to Philosophy,0,DISC,M,8:30-9:20am,CLSSRM 263,28-AUG 12-DEC,"Chernykhovskaya, Yuliya"
35146,PHIL-002-01,Introduction to EthicsMust Also Register for a Corresponding Discussion,4,LECT,TR,3:00-4:15pm,CLSSRM 263,28-AUG 12-DEC,"Jennings, David"
35148,PHIL-002-02D,Introduction to Ethics,0,DISC,T,4:30-5:20pm,CLSSRM 113,28-AUG 12-DEC,"St. Clair, William"
35149,PHIL-002-03D,Introduction to Ethics,0,DISC,R,4:30-5:20pm,CLSSRM 272,28-AUG 12-DEC,"St. Clair, William"
35102,PHIL-003-01,Applied EthicsMust Also Register for a Corresponding Discussion,4,LECT,TR,6:00-7:15pm,CLSSRM 276,28-AUG 12-DEC,"Jennings, David"
35103,PHIL-003-02D,Applied Ethics,0,DISC,T,12:00-12:50pm,CLSSRM 113,28-AUG 12-DEC,"Tabatabaeian, Maryam"
35104,PHIL-003-03D,Applied Ethics,0,DISC,T,2:00-2:50pm,CLSSRM 207,28-AUG 12-DEC,"Tabatabaeian, Maryam"
34992,PHIL-101-01,Metaphysics,4,LECT,MW,7:30-8:45pm,CLSSRM 201,28-AUG 12-DEC,"Johansson, Rolf"
35051,PHIL-108-01,Political Philosophy,4,LECT,TR,3:00-4:15pm,CLSSRM 261,28-AUG 12-DEC,"Vanderschraaf, Peter"
35124,PHIL-157-01,Love and Friendship,4,LECT,MWF,4:30-5:20pm,CLSSRM 120,28-AUG 12-DEC,"Jennings, David"
34993,PHIL-170-01,"Philos, Politics & Economics",4,LECT,TR,4:30-5:45pm,CLSSRM 116,28-AUG 12-DEC,"Vanderschraaf, Peter"
35261,PHIL-172-01,Experimental Philosophy,4,LECT,TR,1:30-2:45pm,CLSSRM 105,28-AUG 12-DEC,"Jennings, Carolyn"
35194,PHYS-006-01,"The Cosmos, Science and You",4,LECT,TR,12:00-1:15pm,CLSSRM 265,28-AUG 12-DEC,"Van Breugel, Wil"
35195,PHYS-006-02D,"The Cosmos, Science and You",0,DISC,W,9:30-10:20am,SSM 104,28-AUG 12-DEC,"Czarnocki, Cyprian"
35196,PHYS-006-03D,"The Cosmos, Science and You",0,DISC,W,10:30-11:20am,SSB 160,28-AUG 12-DEC,"Czarnocki, Cyprian"
30244,PHYS-008-01,Physics IMust Also Register for a CorrespondingLab and Discussion,4,LECT,TR,3:00-4:15pm,CLSSRM 265,28-AUG 12-DEC,"Stone, Toni"
30245,PHYS-008-02D,Physics I,0,DISC,W,9:30-11:20am,SSB 120,28-AUG 12-DEC,"Faysal, K.M. Rifat"
30246,PHYS-008-02L,Physics I,0,LAB,M,9:30-11:20am,CLSSRM 263,28-AUG 12-DEC,"Faysal, K.M. Rifat"
30247,PHYS-008-03D,Physics I,0,DISC,W,11:30-1:20pm,CLSSRM 286,28-AUG 12-DEC,"Thompson, Johnathon"
30248,PHYS-008-03L,Physics I,0,LAB,M,11:30-1:20pm,KOLLIG 396,28-AUG 12-DEC,"Thompson, Johnathon"
30249,PHYS-008-04D,Physics I,0,DISC,W,1:30-3:20pm,CLSSRM 279,28-AUG 12-DEC,"Thompson, Johnathon"
30250,PHYS-008-04L,Physics I,0,LAB,M,1:30-3:20pm,CLSSRM 279,28-AUG 12-DEC,"Thompson, Johnathon"
30251,PHYS-008-05D,Physics I,0,DISC,W,3:30-5:20pm,CLSSRM 127,28-AUG 12-DEC,"Casara, Joshua"
30252,PHYS-008-05L,Physics I,0,LAB,M,3:30-5:20pm,CLSSRM 286,28-AUG 12-DEC,"Casara, Joshua"
30985,PHYS-008-06D,Physics I,0,DISC,W,5:30-7:20pm,CLSSRM 127,28-AUG 12-DEC,"Faysal, K.M. Rifat"
30986,PHYS-008-06L,Physics I,0,LAB,M,5:30-7:20pm,KOLLIG 217,28-AUG 12-DEC,"Faysal, K.M. Rifat"
30987,PHYS-008-07D,Physics I,0,DISC,W,7:30-9:20pm,KOLLIG 396,28-AUG 12-DEC,"Colabewala, Benaz"
30988,PHYS-008-07L,Physics I,0,LAB,M,7:30-9:20pm,CLSSRM 265,28-AUG 12-DEC,"Colabewala, Benaz"
31531,PHYS-008-08D,Physics I,0,DISC,M,7:30-9:20am,CLSSRM 127,28-AUG 12-DEC,"Kang, Bong Soo"
31532,PHYS-008-08L,Physics I,0,LAB,W,7:30-9:20am,CLSSRM 279,28-AUG 12-DEC,"Kang, Bong Soo"
30253,PHYS-008-20,Physics IMust Also Register for a CorrespondingLab and Discussion,4,LECT,MWF,1:30-2:20pm,SSM 104,28-AUG 12-DEC,"Stone, Toni"
30254,PHYS-008-21D,Physics I,0,DISC,R,6:00-7:50pm,KOLLIG 217,28-AUG 12-DEC,"Sarang, Som"
30255,PHYS-008-21L,Physics I,0,LAB,T,6:00-7:50pm,CLSSRM 286,28-AUG 12-DEC,"Sarang, Som"
30256,PHYS-008-22D,Physics I,0,DISC,R,8:00-9:50pm,CLSSRM 120,28-AUG 12-DEC,"Sarang, Som"
30257,PHYS-008-22L,Physics I,0,LAB,T,8:00-9:50pm,CLSSRM 276,28-AUG 12-DEC,"Sarang, Som"
30258,PHYS-008-23D,Physics I,0,DISC,R,12:00-1:50pm,SCIENG 107,28-AUG 12-DEC,"Huff, Alison"
30259,PHYS-008-23L,Physics I,0,LAB,T,12:00-1:50pm,CLSSRM 272,28-AUG 12-DEC,"Huff, Alison"
30260,PHYS-008-24D,Physics I,0,DISC,R,2:00-3:50pm,CLSSRM 272,28-AUG 12-DEC,"Huff, Alison"
30261,PHYS-008-24L,Physics I,0,LAB,T,2:00-3:50pm,SCIENG 107,28-AUG 12-DEC,"Huff, Alison"
30989,PHYS-008-25D,Physics I,0,DISC,R,4:00-5:50pm,SCIENG 107,28-AUG 12-DEC,"Casara, Joshua"
30990,PHYS-008-25L,Physics I,0,LAB,T,4:00-5:50pm,SCIENG 107,28-AUG 12-DEC,"Casara, Joshua"
30991,PHYS-008-26D,Physics I,0,DISC,R,10:00-11:50am,SCIENG 107,28-AUG 12-DEC,"Kang, Bong Soo"
30992,PHYS-008-26L,Physics I,0,LAB,T,10:00-11:50am,CLSSRM 272,28-AUG 12-DEC,"Kang, Bong Soo"
33918,PHYS-008-27D,Physics I,0,DISC,R,8:00-9:50am,CLSSRM 105,28-AUG 12-DEC,"Colabewala, Benaz"
33919,PHYS-008-27L,Physics I,0,LAB,T,8:00-9:50am,SCIENG 107,28-AUG 12-DEC,"Colabewala, Benaz"
34865,PHYS-008H-01,Honors Physics IMust Also Register for a CorrespondingLab and Discussion,4,LECT,MWF,9:30-10:20am,CLSSRM 261,28-AUG 12-DEC,"Hirst, Linda"
34866,PHYS-008H-02D,Honors Physics I,0,DISC,M,12:30-2:20pm,CLSSRM 127,28-AUG 12-DEC,"Lor, Chai"
34867,PHYS-008H-02L,Honors Physics I,0,LAB,W,12:30-2:20pm,SCIENG 115,28-AUG 12-DEC,"Lor, Chai"
30262,PHYS-009-01,Introductory Physics IIMust Also Register for a CorrespondingLab and Discussion,4,LECT,MWF,1:30-2:20pm,CLSSRM 282,28-AUG 12-DEC,"Gramada, Apostol"
30263,PHYS-009-02D,Introductory Physics II,0,DISC,R,8:00-9:50am,SCIENG 107,28-AUG 12-DEC,"Monteros, Alessandro"
30508,PHYS-009-02L,Introductory Physics II,0,LAB,T,8:00-9:50am,SCIENG 107,28-AUG 12-DEC,"Monteros, Alessandro"
30264,PHYS-009-03D,Introductory Physics II,0,DISC,R,10:00-11:50am,CLSSRM 262,28-AUG 12-DEC,"Li, Qiaochu"
30509,PHYS-009-03L,Introductory Physics II,0,LAB,T,10:00-11:50am,SCIENG 107,28-AUG 12-DEC,"Li, Qiaochu"
30265,PHYS-009-04D,Introductory Physics II,0,DISC,R,12:00-1:50pm,CLSSRM 262,28-AUG 12-DEC,"Li, Qiaochu"
30510,PHYS-009-04L,Introductory Physics II,0,LAB,T,12:00-1:50pm,CLSSRM 120,28-AUG 12-DEC,"Li, Qiaochu"
30614,PHYS-009-05D,Introductory Physics II,0,DISC,R,2:00-3:50pm,CLSSRM 129,28-AUG 12-DEC,"Monteros, Alessandro"
30615,PHYS-009-05L,Introductory Physics II,0,LAB,T,2:00-3:50pm,CLSSRM 262,28-AUG 12-DEC,"Monteros, Alessandro"
30616,PHYS-009-06D,Introductory Physics II,0,DISC,R,4:00-5:50pm,SCIENG 111,28-AUG 12-DEC,"Jacobs, Andrew"
30617,PHYS-009-06L,Introductory Physics II,0,LAB,T,4:00-5:50pm,SCIENG 111,28-AUG 12-DEC,"Jacobs, Andrew"
32501,PHYS-009-07D,Introductory Physics II,0,DISC,R,6:00-7:50pm,CLSSRM 272,28-AUG 12-DEC,"Jacobs, Andrew"
32500,PHYS-009-07L,Introductory Physics II,0,LAB,T,6:00-7:50pm,SCIENG 111,28-AUG 12-DEC,"Jacobs, Andrew"
34868,PHYS-009H-01,Honors Physics IIMust Also Register for a CorrespondingLab and Discussion,4,LECT,MWF,10:30-11:20am,SCIENG 111,28-AUG 12-DEC,"Menke, Carrie"
34869,PHYS-009H-02D,Honors Physics II,0,DISC,M,1:30-3:20pm,CLSSRM 272,28-AUG 12-DEC,"Ferri, Christopher"
34870,PHYS-009H-02L,Honors Physics II,0,LAB,W,1:30-3:20pm,SCIENG 111,28-AUG 12-DEC,"Ferri, Christopher"
30266,PHYS-010-01,Introductory Physics IIIMust Also Register for a Corresponding Lab,4,LECT,MWF,9:30-10:20am,CLSSRM 270,28-AUG 12-DEC,"Menke, Carrie"
30267,PHYS-010-02L,Introductory Physics IIIStudents in PHYS 010 02L will meet on alternatingweeks from students in PHYS 010 03L.,0,LAB,W,2:30-8:20pm,CLSSRM 265,28-AUG 12-DEC,"Kiani, Leily"
31178,PHYS-010-03L,Introductory Physics IIIStudents in PHYS 010 03L will meet on alternatingweeks from students in PHYS 010 02L.,0,LAB,R,1:30-7:20pm,SCIENG 111,28-AUG 12-DEC,"Arenson, Joshua"
30268,PHYS-018-01,Physics I - BioMust Also Register for a CorrespondingLab and Discussion,4,LECT,MWF,11:30-12:20pm,CLSSRM 263,28-AUG 12-DEC,"Stone, Toni"
30269,PHYS-018-02D,Physics I - Bio,0,DISC,T,8:00-9:50am,SCIENG 103,28-AUG 12-DEC,"Nikolaidou, Katerina"
30270,PHYS-018-02L,Physics I - Bio,0,LAB,R,8:00-9:50am,SCIENG 103,28-AUG 12-DEC,"Nikolaidou, Katerina"
30271,PHYS-018-03D,Physics I - Bio,0,DISC,T,10:00-11:50am,CLSSRM 105,28-AUG 12-DEC,"Lor, Chai"
30272,PHYS-018-03L,Physics I - Bio,0,LAB,R,10:00-11:50am,CLSSRM 279,28-AUG 12-DEC,"Lor, Chai"
30273,PHYS-018-04D,Physics I - Bio,0,DISC,T,12:00-1:50pm,SCIENG 107,28-AUG 12-DEC,"Nikolaidou, Katerina"
30274,PHYS-018-04L,Physics I - Bio,0,LAB,R,12:00-1:50pm,SCIENG 107,28-AUG 12-DEC,"Nikolaidou, Katerina"
30993,PHYS-018-05D,Physics I - Bio,0,DISC,T,2:00-3:50pm,CLSSRM 282,28-AUG 12-DEC,"Deng, Xiuhao"
30994,PHYS-018-05L,Physics I - Bio,0,LAB,R,2:00-3:50pm,SCIENG 107,28-AUG 12-DEC,"Deng, Xiuhao"
30995,PHYS-018-06D,Physics I - Bio,0,DISC,T,4:00-5:50pm,CLSSRM 272,28-AUG 12-DEC,"Deng, Xiuhao"
30996,PHYS-018-06L,Physics I - Bio,0,LAB,R,4:00-5:50pm,SCIENG 107,28-AUG 12-DEC,"Deng, Xiuhao"
30997,PHYS-018-07D,Physics I - Bio,0,DISC,T,6:00-7:50pm,CLSSRM 129,28-AUG 12-DEC,"Pandolfi, Ronald"
30998,PHYS-018-07L,Physics I - Bio,0,LAB,R,6:00-7:50pm,SCIENG 107,28-AUG 12-DEC,"Pandolfi, Ronald"
34871,PHYS-018-08D,Physics I - Bio,0,DISC,T,8:00-9:50pm,CLSSRM 262,28-AUG 12-DEC,"Pandolfi, Ronald"
34872,PHYS-018-08L,Physics I - Bio,0,LAB,R,8:00-9:50pm,SCIENG 107,28-AUG 12-DEC,"Pandolfi, Ronald"
30999,PHYS-019-01,Physics II -- BioMust Also Register for a CorrespondingLab and Discussion,4,LECT,TR,4:30-5:50pm,CLSSRM 261,28-AUG 12-DEC,"Xu, Jing"
31000,PHYS-019-02D,Physics II -- Bio,0,DISC,W,8:30-10:20am,SCIENG 107,28-AUG 12-DEC,"Reed, Emily"
31001,PHYS-019-02L,Physics II -- Bio,0,LAB,F,8:30-10:20am,SSB 160,28-AUG 12-DEC,"Reed, Emily"
